,DonorID,Age,Gender,Location,JoinDate,DonationID,DonationDate,Amount,CampaignID,CampaignName,StartDate,EndDate,TargetAmount,ActualAmount,Channel,Date,EngagementOutcome,ImpactType,Value,Cost
334006,DNR03695,68,Female,NT,2022-07-09 22:59:27.552825,DNT012192,2021-05-20,102.24,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,13/08/2022,Engaged,Workshops Delivered,19.0,100.0
334026,DNR03696,24,Female,SA,2015-10-14 22:59:27.552825,DNT009873,2016-06-07,13.18,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,1/11/2022,Not Reached,Workshops Delivered,85.0,100.0
334051,DNR03696,24,Female,SA,2015-10-14 22:59:27.552825,DNT012462,2015-06-08,104.82,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,1/11/2022,Not Reached,Workshops Delivered,25.0,100.0
334076,DNR03696,24,Female,SA,2015-10-14 22:59:27.552825,DNT014046,2019-10-13,53.95,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,1/11/2022,Not Reached,Workshops Delivered,85.0,100.0
334101,DNR03696,24,Female,SA,2015-10-14 22:59:27.552825,DNT016191,2022-06-05,115.58,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,1/11/2022,Not Reached,Workshops Delivered,25.0,100.0
334126,DNR03697,61,Male,SA,2018-07-16 22:59:27.552825,DNT000279,2019-11-03,76.83,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,1/12/2022,Engaged,Workshops Delivered,19.0,100.0
334136,DNR03697,61,Male,SA,2018-07-16 22:59:27.552825,DNT001453,2024-05-04,30.13,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,1/12/2022,Engaged,Workshops Delivered,22.0,100.0
334146,DNR03697,61,Male,SA,2018-07-16 22:59:27.552825,DNT004025,2025-03-20,100.13,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,1/12/2022,Engaged,Workshops Delivered,31.0,100.0
334156,DNR03697,61,Male,SA,2018-07-16 22:59:27.552825,DNT017474,2018-04-27,134.25,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,1/12/2022,Engaged,Workshops Delivered,27.0,100.0
334166,DNR03698,35,Other,ACT,2021-10-17 22:59:27.552825,DNT004057,2019-09-26,283.63,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,9/10/2022,Bounced,Workshops Delivered,25.0,100.0
334176,DNR03698,35,Other,ACT,2021-10-17 22:59:27.552825,DNT004786,2024-05-14,54.18,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,9/10/2022,Bounced,Workshops Delivered,40.0,100.0
334186,DNR03698,35,Other,ACT,2021-10-17 22:59:27.552825,DNT012163,2020-11-11,352.3,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,9/10/2022,Bounced,Workshops Delivered,24.0,100.0
334196,DNR03698,35,Other,ACT,2021-10-17 22:59:27.552825,DNT014278,2017-01-26,11.0,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,9/10/2022,Bounced,Workshops Delivered,40.0,100.0
334206,DNR03699,22,Male,WA,2018-03-16 22:59:27.552825,DNT002818,2021-12-08,241.53,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Event,24/03/2023,Engaged,Workshops Delivered,22.0,100.0
334216,DNR03699,22,Male,WA,2018-03-16 22:59:27.552825,DNT015534,2023-10-29,19.09,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,24/03/2023,Engaged,Workshops Delivered,27.0,100.0
334226,DNR03700,79,Other,TAS,2017-03-11 22:59:27.552825,DNT001313,2020-04-15,93.29,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,9/12/2022,Engaged,Workshops Delivered,19.0,100.0
334251,DNR03700,79,Other,TAS,2017-03-11 22:59:27.552825,DNT003050,2020-09-22,19.1,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,9/12/2022,Engaged,Workshops Delivered,27.0,100.0
334276,DNR03700,79,Other,TAS,2017-03-11 22:59:27.552825,DNT006154,2017-12-21,232.63,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,9/12/2022,Engaged,Workshops Delivered,40.0,100.0
334301,DNR03700,79,Other,TAS,2017-03-11 22:59:27.552825,DNT007800,2021-06-20,46.07,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,9/12/2022,Engaged,Workshops Delivered,85.0,100.0
334326,DNR03701,24,Female,NT,2020-02-27 22:59:27.552825,DNT003727,2022-04-23,32.89,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,19/07/2023,Engaged,Workshops Delivered,40.0,100.0
334356,DNR03701,24,Female,NT,2020-02-27 22:59:27.552825,DNT007073,2022-12-06,156.95,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,19/07/2023,Engaged,Workshops Delivered,31.0,100.0
334386,DNR03701,24,Female,NT,2020-02-27 22:59:27.552825,DNT016248,2017-06-14,124.5,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,19/07/2023,Engaged,Workshops Delivered,22.0,100.0
334416,DNR03701,24,Female,NT,2020-02-27 22:59:27.552825,DNT017382,2021-02-06,181.99,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,19/07/2023,Engaged,Workshops Delivered,25.0,100.0
334446,DNR03702,25,Male,WA,2018-10-18 22:59:27.552825,DNT003713,2023-11-07,80.36,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,7/07/2023,Bounced,Workshops Delivered,19.0,100.0
334451,DNR03702,25,Male,WA,2018-10-18 22:59:27.552825,DNT006667,2016-04-06,62.63,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,7/07/2023,Bounced,Workshops Delivered,25.0,100.0
334456,DNR03702,25,Male,WA,2018-10-18 22:59:27.552825,DNT008530,2016-04-27,404.54,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,7/07/2023,Bounced,Workshops Delivered,25.0,100.0
334461,DNR03702,25,Male,WA,2018-10-18 22:59:27.552825,DNT009572,2019-12-13,165.66,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,7/07/2023,Bounced,Workshops Delivered,19.0,100.0
334466,DNR03703,38,Other,NT,2018-04-15 22:59:27.552825,DNT001331,2016-07-22,31.16,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Newsletter,22/12/2022,Unsubscribed,Workshops Delivered,19.0,100.0
334481,DNR03703,38,Other,NT,2018-04-15 22:59:27.552825,DNT012673,2023-02-02,66.76,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Newsletter,22/12/2022,Unsubscribed,Workshops Delivered,27.0,100.0
334496,DNR03704,42,Other,SA,2022-07-05 22:59:27.552825,DNT004115,2022-05-15,65.56,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,12/09/2022,Engaged,Workshops Delivered,25.0,100.0
334541,DNR03704,42,Other,SA,2022-07-05 22:59:27.552825,DNT007329,2023-03-05,13.68,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,12/09/2022,Engaged,Workshops Delivered,25.0,100.0
334586,DNR03704,42,Other,SA,2022-07-05 22:59:27.552825,DNT010051,2020-10-17,76.44,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,12/09/2022,Engaged,Workshops Delivered,37.0,100.0
334631,DNR03704,42,Other,SA,2022-07-05 22:59:27.552825,DNT011251,2019-04-28,200.14,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,12/09/2022,Engaged,Workshops Delivered,85.0,100.0
334676,DNR03704,42,Other,SA,2022-07-05 22:59:27.552825,DNT015076,2016-02-16,348.33,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,12/09/2022,Engaged,Workshops Delivered,31.0,100.0
334721,DNR03705,52,Male,NSW,2022-10-13 22:59:27.552825,DNT015669,2019-04-02,28.17,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,3/01/2023,Bounced,Workshops Delivered,24.0,100.0
334736,DNR03705,52,Male,NSW,2022-10-13 22:59:27.552825,DNT016088,2021-08-01,51.47,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,3/01/2023,Bounced,Workshops Delivered,37.0,100.0
334751,DNR03706,54,Male,ACT,2017-03-06 22:59:27.552825,DNT007272,2023-04-11,107.22,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Event,5/12/2022,Not Reached,Workshops Delivered,40.0,100.0
334786,DNR03706,54,Male,ACT,2017-03-06 22:59:27.552825,DNT010745,2019-12-13,174.91,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,5/12/2022,Not Reached,Workshops Delivered,27.0,100.0
334821,DNR03706,54,Male,ACT,2017-03-06 22:59:27.552825,DNT015258,2024-02-19,464.77,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,5/12/2022,Not Reached,Workshops Delivered,19.0,100.0
334856,DNR03707,45,Male,WA,2023-03-19 22:59:27.552825,DNT003973,2019-09-09,103.35,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,28/07/2022,Engaged,Workshops Delivered,25.0,100.0
334891,DNR03707,45,Male,WA,2023-03-19 22:59:27.552825,DNT007837,2024-08-10,44.06,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,28/07/2022,Engaged,Workshops Delivered,24.0,100.0
334926,DNR03707,45,Male,WA,2023-03-19 22:59:27.552825,DNT012960,2016-01-07,78.09,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,28/07/2022,Engaged,Workshops Delivered,37.0,100.0
334961,DNR03708,70,Female,NSW,2018-06-27 22:59:27.552825,DNT004364,2023-10-30,197.41,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,10/09/2022,Engaged,Workshops Delivered,19.0,100.0
335001,DNR03708,70,Female,NSW,2018-06-27 22:59:27.552825,DNT006863,2020-06-28,104.29,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,10/09/2022,Engaged,Workshops Delivered,24.0,100.0
335041,DNR03708,70,Female,NSW,2018-06-27 22:59:27.552825,DNT017075,2024-03-14,55.62,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,10/09/2022,Engaged,Workshops Delivered,40.0,100.0
335081,DNR03709,41,Male,TAS,2017-05-13 22:59:27.552825,DNT000962,2020-12-03,12.24,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Newsletter,20/03/2023,Engaged,Workshops Delivered,27.0,100.0
335116,DNR03709,41,Male,TAS,2017-05-13 22:59:27.552825,DNT001446,2016-01-10,45.44,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,20/03/2023,Engaged,Workshops Delivered,25.0,100.0
335151,DNR03709,41,Male,TAS,2017-05-13 22:59:27.552825,DNT005299,2020-03-21,69.09,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Newsletter,20/03/2023,Engaged,Workshops Delivered,27.0,100.0
335186,DNR03709,41,Male,TAS,2017-05-13 22:59:27.552825,DNT013719,2015-07-14,118.83,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,20/03/2023,Engaged,Workshops Delivered,85.0,100.0
335221,DNR03710,41,Other,ACT,2020-11-11 22:59:27.552825,DNT002744,2025-02-15,46.63,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,1/06/2023,Engaged,Workshops Delivered,25.0,100.0
335246,DNR03710,41,Other,ACT,2020-11-11 22:59:27.552825,DNT005533,2020-02-11,52.11,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,1/06/2023,Engaged,Workshops Delivered,19.0,100.0
335271,DNR03710,41,Other,ACT,2020-11-11 22:59:27.552825,DNT010614,2020-10-22,52.55,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,1/06/2023,Engaged,Workshops Delivered,25.0,100.0
335296,DNR03710,41,Other,ACT,2020-11-11 22:59:27.552825,DNT017404,2018-08-14,13.86,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,1/06/2023,Engaged,Workshops Delivered,27.0,100.0
335321,DNR03711,53,Female,WA,2021-08-18 22:59:27.552825,DNT002841,2020-10-25,603.11,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,29/05/2023,Engaged,Workshops Delivered,25.0,100.0
335336,DNR03711,53,Female,WA,2021-08-18 22:59:27.552825,DNT013940,2023-09-08,38.43,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,29/05/2023,Engaged,Workshops Delivered,40.0,100.0
335351,DNR03712,32,Female,WA,2016-03-06 22:59:27.552825,DNT004273,2023-05-12,50.35,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,14/12/2023,Bounced,Workshops Delivered,85.0,100.0
335366,DNR03712,32,Female,WA,2016-03-06 22:59:27.552825,DNT004318,2023-02-08,102.68,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,14/12/2023,Bounced,Workshops Delivered,22.0,100.0
335381,DNR03712,32,Female,WA,2016-03-06 22:59:27.552825,DNT006252,2018-06-10,16.93,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,14/12/2023,Bounced,Workshops Delivered,27.0,100.0
335396,DNR03712,32,Female,WA,2016-03-06 22:59:27.552825,DNT014172,2017-02-01,168.59,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,14/12/2023,Bounced,Workshops Delivered,22.0,100.0
335411,DNR03713,46,Other,QLD,2018-09-30 22:59:27.552825,DNT000861,2017-02-03,158.07,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,30/08/2022,Engaged,Workshops Delivered,19.0,100.0
335456,DNR03713,46,Other,QLD,2018-09-30 22:59:27.552825,DNT003314,2021-02-12,155.6,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,30/08/2022,Engaged,Workshops Delivered,25.0,100.0
335501,DNR03713,46,Other,QLD,2018-09-30 22:59:27.552825,DNT014460,2017-04-26,15.25,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,30/08/2022,Engaged,Workshops Delivered,37.0,100.0
335546,DNR03714,79,Male,TAS,2017-12-14 22:59:27.552825,DNT005454,2025-02-21,174.74,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,10/01/2023,Engaged,Workshops Delivered,40.0,100.0
335561,DNR03714,79,Male,TAS,2017-12-14 22:59:27.552825,DNT010529,2025-04-06,15.09,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,10/01/2023,Engaged,Workshops Delivered,37.0,100.0
335576,DNR03714,79,Male,TAS,2017-12-14 22:59:27.552825,DNT010549,2022-01-08,36.03,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,10/01/2023,Engaged,Workshops Delivered,40.0,100.0
335591,DNR03714,79,Male,TAS,2017-12-14 22:59:27.552825,DNT012029,2015-01-06,28.74,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,10/01/2023,Engaged,Workshops Delivered,19.0,100.0
335606,DNR03715,59,Other,ACT,2023-08-30 22:59:27.552825,DNT001170,2021-08-04,89.62,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,19/01/2023,Bounced,Workshops Delivered,31.0,100.0
335626,DNR03715,59,Other,ACT,2023-08-30 22:59:27.552825,DNT009608,2023-06-04,404.03,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,19/01/2023,Bounced,Workshops Delivered,85.0,100.0
335646,DNR03716,21,Other,SA,2020-03-17 22:59:27.552825,DNT000221,2015-06-28,27.21,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,31/12/2024,Engaged,Workshops Delivered,85.0,100.0
335651,DNR03716,21,Other,SA,2020-03-17 22:59:27.552825,DNT001593,2025-02-06,39.25,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,31/12/2024,Engaged,Workshops Delivered,22.0,100.0
335656,DNR03716,21,Other,SA,2020-03-17 22:59:27.552825,DNT010945,2024-02-20,10.96,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,31/12/2024,Engaged,Workshops Delivered,25.0,100.0
335661,DNR03716,21,Other,SA,2020-03-17 22:59:27.552825,DNT016056,2015-07-27,19.5,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,31/12/2024,Engaged,Workshops Delivered,40.0,100.0
335666,DNR03717,58,Male,ACT,2024-02-28 22:59:27.552825,DNT010002,2021-09-18,49.99,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,27/01/2023,Not Reached,Workshops Delivered,24.0,100.0
335696,DNR03717,58,Male,ACT,2024-02-28 22:59:27.552825,DNT013791,2020-04-01,11.33,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,27/01/2023,Not Reached,Workshops Delivered,19.0,100.0
335726,DNR03717,58,Male,ACT,2024-02-28 22:59:27.552825,DNT016149,2016-04-21,109.49,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,27/01/2023,Not Reached,Workshops Delivered,85.0,100.0
335756,DNR03718,26,Male,NT,2019-12-10 22:59:27.552825,DNT001111,2023-01-09,291.92,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,13/08/2022,Engaged,Workshops Delivered,37.0,100.0
335796,DNR03718,26,Male,NT,2019-12-10 22:59:27.552825,DNT001901,2016-05-18,21.65,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,13/08/2022,Engaged,Workshops Delivered,19.0,100.0
335836,DNR03718,26,Male,NT,2019-12-10 22:59:27.552825,DNT002153,2023-10-01,184.55,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,13/08/2022,Engaged,Workshops Delivered,22.0,100.0
335876,DNR03718,26,Male,NT,2019-12-10 22:59:27.552825,DNT011317,2019-09-12,50.23,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,13/08/2022,Engaged,Workshops Delivered,31.0,100.0
335916,DNR03718,26,Male,NT,2019-12-10 22:59:27.552825,DNT015201,2023-08-13,126.14,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,13/08/2022,Engaged,Workshops Delivered,24.0,100.0
335956,DNR03719,69,Other,ACT,2015-10-10 22:59:27.552825,DNT004806,2017-03-28,13.38,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,27/08/2022,Bounced,Workshops Delivered,25.0,100.0
336001,DNR03719,69,Other,ACT,2015-10-10 22:59:27.552825,DNT005960,2017-08-24,16.17,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,27/08/2022,Bounced,Workshops Delivered,31.0,100.0
336046,DNR03719,69,Other,ACT,2015-10-10 22:59:27.552825,DNT008648,2019-03-18,87.27,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,27/08/2022,Bounced,Workshops Delivered,31.0,100.0
336091,DNR03719,69,Other,ACT,2015-10-10 22:59:27.552825,DNT017684,2017-10-20,48.9,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,27/08/2022,Bounced,Workshops Delivered,31.0,100.0
336136,DNR03720,70,Female,SA,2020-10-14 22:59:27.552825,DNT001602,2016-12-06,56.77,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,19/11/2022,Bounced,Workshops Delivered,27.0,100.0
336161,DNR03720,70,Female,SA,2020-10-14 22:59:27.552825,DNT008873,2022-01-30,10.47,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,19/11/2022,Bounced,Workshops Delivered,37.0,100.0
336186,DNR03720,70,Female,SA,2020-10-14 22:59:27.552825,DNT008926,2023-08-02,198.39,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,19/11/2022,Bounced,Workshops Delivered,25.0,100.0
336211,DNR03720,70,Female,SA,2020-10-14 22:59:27.552825,DNT010073,2023-09-15,53.77,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,19/11/2022,Bounced,Workshops Delivered,27.0,100.0
336236,DNR03720,70,Female,SA,2020-10-14 22:59:27.552825,DNT017250,2025-03-07,96.7,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,19/11/2022,Bounced,Workshops Delivered,40.0,100.0
336261,DNR03721,22,Other,NSW,2017-12-30 22:59:27.552825,DNT000197,2017-02-23,37.55,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,2/01/2023,Engaged,Workshops Delivered,22.0,100.0
336276,DNR03721,22,Other,NSW,2017-12-30 22:59:27.552825,DNT002640,2017-03-17,252.1,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,2/01/2023,Engaged,Workshops Delivered,19.0,100.0
336291,DNR03722,45,Male,TAS,2020-02-15 22:59:27.552825,DNT012403,2019-02-01,49.11,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,25/01/2023,Unsubscribed,Workshops Delivered,40.0,100.0
336321,DNR03722,45,Male,TAS,2020-02-15 22:59:27.552825,DNT017636,2015-03-17,46.74,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,25/01/2023,Unsubscribed,Workshops Delivered,85.0,100.0
336351,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT000688,2022-06-12,84.61,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,22/10/2022,Not Reached,Workshops Delivered,27.0,100.0
336376,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT001680,2025-02-10,138.87,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,22/10/2022,Not Reached,Workshops Delivered,37.0,100.0
336401,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT003149,2023-06-11,149.33,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,22/10/2022,Not Reached,Workshops Delivered,40.0,100.0
336426,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT005834,2024-08-18,74.25,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,22/10/2022,Not Reached,Workshops Delivered,40.0,100.0
336451,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT014548,2023-09-16,17.72,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,22/10/2022,Not Reached,Workshops Delivered,22.0,100.0
336476,DNR03723,21,Other,TAS,2022-11-23 22:59:27.552825,DNT016135,2015-02-01,38.5,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,22/10/2022,Not Reached,Workshops Delivered,22.0,100.0
336501,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT002494,2022-12-11,30.39,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Event,4/11/2022,Bounced,Workshops Delivered,22.0,100.0
336511,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT005550,2019-08-14,13.31,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Event,4/11/2022,Bounced,Workshops Delivered,24.0,100.0
336521,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT007454,2024-07-11,176.25,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,4/11/2022,Bounced,Workshops Delivered,37.0,100.0
336531,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT007900,2023-06-14,184.06,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Event,4/11/2022,Bounced,Workshops Delivered,40.0,100.0
336541,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT009823,2016-10-19,216.75,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,4/11/2022,Bounced,Workshops Delivered,19.0,100.0
336551,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT010906,2022-08-18,82.08,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,4/11/2022,Bounced,Workshops Delivered,19.0,100.0
336561,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT011275,2021-06-03,51.29,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,4/11/2022,Bounced,Workshops Delivered,27.0,100.0
336571,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT012892,2021-02-27,10.01,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,4/11/2022,Bounced,Workshops Delivered,27.0,100.0
336581,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT013192,2023-05-01,100.25,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Event,4/11/2022,Bounced,Workshops Delivered,24.0,100.0
336591,DNR03724,20,Female,TAS,2018-04-15 22:59:27.552825,DNT016313,2025-03-11,61.69,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Event,4/11/2022,Bounced,Workshops Delivered,22.0,100.0
336601,DNR03725,60,Male,SA,2016-12-30 22:59:27.552825,DNT007468,2020-01-08,114.49,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,15/11/2022,Engaged,Workshops Delivered,25.0,100.0
336641,DNR03725,60,Male,SA,2016-12-30 22:59:27.552825,DNT014809,2016-03-06,93.12,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,15/11/2022,Engaged,Workshops Delivered,37.0,100.0
336681,DNR03725,60,Male,SA,2016-12-30 22:59:27.552825,DNT015435,2019-10-17,15.72,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,15/11/2022,Engaged,Workshops Delivered,85.0,100.0
336723,DNR03727,20,Male,NT,2017-01-07 22:59:27.552825,DNT015537,2018-08-05,121.11,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,27/10/2022,Bounced,Workshops Delivered,25.0,100.0
