DonorID,Channel,Date,EngagementOutcome
DNR04597,Social Media,4/04/2023,Bounced
DNR04597,Phone Call,14/08/2023,Not Reached
DNR04597,Newsletter,12/09/2023,Unsubscribed
DNR04597,Phone Call,13/10/2023,Unsubscribed
DNR04597,Phone Call,29/11/2023,Engaged
DNR04597,Event,13/04/2024,Unsubscribed
DNR04597,Event,21/05/2024,Engaged
DNR04598,Phone Call,5/09/2022,Not Reached
DNR04598,Event,24/04/2023,Engaged
DNR04598,Social Media,26/07/2023,Engaged
DNR04598,Event,4/12/2023,Bounced
DNR04598,Newsletter,11/01/2024,Engaged
DNR04598,Event,11/04/2025,Engaged
DNR04598,Newsletter,12/04/2025,Engaged
DNR04599,Social Media,13/11/2022,Bounced
DNR04599,Event,18/07/2023,Engaged
DNR04599,Social Media,18/10/2023,Engaged
DNR04599,Social Media,5/11/2023,Bounced
DNR04599,Phone Call,19/02/2024,Engaged
DNR04599,Email,24/06/2024,Bounced
DNR04600,Social Media,6/08/2022,Bounced
DNR04600,Email,22/06/2023,Unsubscribed
DNR04600,Newsletter,3/09/2023,Engaged
DNR04600,Event,30/09/2023,Engaged
DNR04600,Email,30/09/2023,Engaged
DNR04600,Newsletter,3/01/2024,Not Reached
DNR04600,Email,27/02/2024,Unsubscribed
DNR04600,Newsletter,17/06/2024,Bounced
DNR04600,Newsletter,7/02/2025,Unsubscribed
DNR04601,Newsletter,18/01/2023,Engaged
DNR04601,Event,11/04/2023,Unsubscribed
DNR04602,Social Media,7/12/2022,Unsubscribed
DNR04602,Email,18/12/2022,Engaged
DNR04602,Email,7/01/2023,Engaged
DNR04602,Phone Call,8/05/2023,Engaged
DNR04602,Social Media,10/05/2023,Bounced
DNR04602,Phone Call,7/07/2023,Engaged
DNR04602,Email,6/12/2023,Engaged
DNR04602,Newsletter,26/01/2025,Engaged
DNR04603,Newsletter,7/09/2022,Unsubscribed
DNR04603,Phone Call,8/02/2023,Unsubscribed
DNR04603,Social Media,27/03/2023,Unsubscribed
DNR04603,Phone Call,10/10/2023,Not Reached
DNR04603,Event,5/12/2023,Bounced
DNR04603,Email,25/12/2023,Engaged
DNR04603,Newsletter,19/07/2024,Unsubscribed
DNR04603,Phone Call,6/12/2024,Engaged
DNR04603,Email,4/03/2025,Engaged
DNR04604,Email,29/07/2022,Not Reached
DNR04604,Social Media,26/09/2022,Unsubscribed
DNR04604,Event,24/03/2025,Unsubscribed
DNR04605,Phone Call,22/10/2022,Engaged
DNR04605,Newsletter,7/02/2023,Engaged
DNR04605,Social Media,13/03/2023,Engaged
DNR04605,Phone Call,1/07/2023,Engaged
DNR04605,Phone Call,15/08/2023,Engaged
DNR04605,Event,28/12/2023,Not Reached
DNR04605,Newsletter,29/01/2024,Engaged
DNR04605,Email,7/12/2024,Not Reached
DNR04606,Email,29/04/2023,Engaged
DNR04606,Social Media,24/06/2023,Bounced
DNR04606,Event,14/09/2023,Engaged
DNR04606,Event,22/02/2025,Not Reached
DNR04606,Social Media,13/03/2025,Unsubscribed
DNR04607,Social Media,17/06/2023,Engaged
DNR04607,Newsletter,10/03/2024,Engaged
DNR04608,Event,23/02/2023,Engaged
DNR04608,Social Media,14/09/2023,Not Reached
DNR04608,Phone Call,5/10/2023,Engaged
DNR04608,Newsletter,29/10/2023,Engaged
DNR04608,Phone Call,22/11/2023,Bounced
DNR04608,Email,10/03/2024,Engaged
DNR04608,Phone Call,20/02/2025,Engaged
DNR04608,Social Media,17/04/2025,Not Reached
DNR04609,Event,6/11/2022,Engaged
DNR04609,Event,1/06/2023,Not Reached
DNR04609,Event,7/07/2023,Bounced
DNR04610,Email,17/08/2024,Engaged
DNR04611,Event,6/10/2023,Unsubscribed
DNR04611,Email,26/03/2025,Engaged
DNR04612,Email,15/09/2022,Not Reached
DNR04612,Social Media,8/02/2023,Unsubscribed
DNR04612,Event,21/01/2024,Engaged
DNR04612,Phone Call,23/11/2024,Engaged
DNR04612,Phone Call,26/11/2024,Engaged
DNR04612,Email,9/04/2025,Engaged
DNR04613,Social Media,22/12/2023,Not Reached
DNR04614,Email,25/06/2023,Engaged
DNR04614,Newsletter,6/02/2024,Engaged
DNR04614,Phone Call,13/02/2024,Unsubscribed
DNR04614,Newsletter,8/05/2024,Engaged
DNR04615,Phone Call,20/11/2022,Engaged
DNR04615,Newsletter,3/05/2024,Unsubscribed
DNR04615,Newsletter,8/12/2024,Bounced
DNR04616,Email,29/08/2022,Engaged
DNR04616,Newsletter,6/11/2023,Not Reached
DNR04616,Newsletter,28/03/2025,Bounced
DNR04617,Email,20/09/2022,Engaged
DNR04617,Social Media,23/03/2023,Engaged
DNR04617,Social Media,16/03/2025,Engaged
DNR04617,Social Media,19/03/2025,Not Reached
DNR04618,Social Media,5/08/2023,Bounced
DNR04618,Event,26/02/2024,Bounced
DNR04618,Email,6/03/2024,Bounced
DNR04618,Event,12/06/2024,Engaged
DNR04618,Social Media,17/06/2024,Engaged
DNR04618,Email,6/08/2024,Engaged
DNR04619,Phone Call,29/09/2022,Unsubscribed
DNR04619,Event,8/01/2023,Unsubscribed
DNR04619,Phone Call,21/05/2023,Engaged
DNR04619,Social Media,1/02/2024,Unsubscribed
DNR04619,Phone Call,11/03/2025,Bounced
DNR04620,Email,24/10/2022,Unsubscribed
DNR04620,Email,4/03/2023,Not Reached
DNR04620,Event,4/06/2023,Engaged
DNR04620,Newsletter,23/08/2023,Unsubscribed
DNR04620,Phone Call,12/09/2023,Engaged
DNR04620,Phone Call,22/02/2024,Engaged
DNR04620,Email,30/03/2024,Bounced
DNR04620,Phone Call,20/05/2024,Engaged
DNR04620,Email,13/01/2025,Unsubscribed
DNR04621,Newsletter,10/10/2022,Bounced
DNR04621,Newsletter,31/12/2022,Engaged
DNR04621,Phone Call,19/02/2025,Engaged
DNR04622,Phone Call,25/05/2023,Engaged
DNR04622,Social Media,21/01/2025,Engaged
DNR04623,Email,8/10/2022,Unsubscribed
DNR04623,Newsletter,26/05/2024,Engaged
DNR04623,Event,11/12/2024,Bounced
DNR04624,Event,26/11/2023,Not Reached
DNR04624,Phone Call,9/12/2023,Not Reached
DNR04625,Newsletter,9/01/2023,Engaged
DNR04625,Social Media,26/01/2023,Engaged
DNR04625,Newsletter,10/11/2023,Engaged
DNR04626,Social Media,15/06/2023,Engaged
DNR04627,Social Media,26/08/2022,Engaged
DNR04627,Newsletter,9/11/2022,Engaged
DNR04627,Event,23/01/2023,Not Reached
DNR04627,Social Media,22/02/2023,Not Reached
DNR04627,Email,5/04/2023,Unsubscribed
DNR04627,Email,7/08/2023,Engaged
DNR04627,Phone Call,12/08/2023,Engaged
DNR04627,Event,23/06/2024,Engaged
DNR04627,Event,16/01/2025,Unsubscribed
DNR04628,Event,19/11/2022,Bounced
DNR04628,Newsletter,23/03/2023,Engaged
DNR04628,Phone Call,17/04/2024,Not Reached
DNR04628,Email,31/08/2024,Engaged
DNR04628,Event,2/11/2024,Bounced
DNR04628,Newsletter,15/02/2025,Engaged
DNR04629,Email,14/12/2022,Unsubscribed
DNR04629,Event,4/05/2023,Unsubscribed
DNR04629,Event,10/05/2023,Engaged
DNR04629,Event,8/02/2024,Engaged
DNR04629,Social Media,20/06/2024,Engaged
DNR04629,Newsletter,14/11/2024,Unsubscribed
DNR04629,Phone Call,27/11/2024,Engaged
DNR04629,Event,23/01/2025,Engaged
DNR04630,Social Media,21/08/2022,Engaged
DNR04630,Newsletter,20/01/2024,Engaged
DNR04630,Email,6/06/2024,Unsubscribed
DNR04630,Event,27/03/2025,Bounced
DNR04631,Email,15/09/2022,Engaged
DNR04631,Phone Call,27/12/2022,Unsubscribed
DNR04631,Social Media,8/04/2023,Engaged
DNR04631,Phone Call,21/08/2023,Engaged
DNR04631,Event,9/01/2024,Bounced
DNR04631,Newsletter,3/02/2024,Not Reached
DNR04631,Phone Call,18/10/2024,Engaged
DNR04631,Newsletter,26/11/2024,Not Reached
DNR04631,Phone Call,22/01/2025,Not Reached
DNR04632,Phone Call,29/07/2022,Not Reached
DNR04632,Social Media,29/09/2022,Bounced
DNR04632,Email,18/10/2022,Bounced
DNR04632,Social Media,2/06/2023,Engaged
DNR04632,Newsletter,15/08/2023,Unsubscribed
DNR04632,Event,9/10/2023,Unsubscribed
DNR04632,Social Media,21/10/2024,Bounced
DNR04633,Newsletter,1/10/2022,Engaged
DNR04633,Email,20/11/2022,Unsubscribed
DNR04633,Event,7/03/2023,Not Reached
DNR04633,Event,16/03/2023,Engaged
DNR04633,Event,20/03/2023,Engaged
DNR04633,Newsletter,10/09/2023,Engaged
DNR04633,Newsletter,17/09/2023,Not Reached
DNR04633,Event,24/01/2024,Engaged
DNR04633,Phone Call,30/01/2025,Engaged
DNR04634,Social Media,5/12/2022,Not Reached
DNR04634,Newsletter,27/04/2023,Engaged
DNR04634,Email,7/01/2024,Engaged
DNR04634,Newsletter,23/02/2024,Not Reached
DNR04635,Email,22/06/2023,Engaged
DNR04636,Email,25/08/2022,Engaged
DNR04636,Email,4/05/2023,Bounced
DNR04636,Email,25/09/2023,Engaged
DNR04636,Social Media,18/07/2024,Engaged
DNR04636,Phone Call,5/11/2024,Not Reached
DNR04637,Phone Call,18/03/2024,Not Reached
DNR04637,Event,1/04/2024,Engaged
DNR04637,Email,14/06/2024,Engaged
DNR04637,Event,30/10/2024,Engaged
DNR04637,Newsletter,8/04/2025,Not Reached
DNR04638,Event,21/01/2023,Engaged
DNR04638,Social Media,29/01/2023,Engaged
DNR04638,Event,27/03/2023,Engaged
DNR04638,Newsletter,18/04/2024,Engaged
DNR04638,Email,14/07/2024,Unsubscribed
DNR04638,Email,8/02/2025,Not Reached
DNR04639,Email,9/12/2022,Engaged
DNR04639,Newsletter,3/02/2023,Bounced
DNR04639,Email,18/02/2024,Engaged
DNR04639,Phone Call,5/07/2024,Bounced
DNR04639,Phone Call,13/07/2024,Unsubscribed
DNR04639,Newsletter,21/08/2024,Engaged
DNR04639,Newsletter,30/09/2024,Engaged
DNR04639,Social Media,28/12/2024,Unsubscribed
DNR04640,Social Media,7/04/2023,Engaged
DNR04640,Email,16/04/2023,Engaged
DNR04640,Phone Call,6/12/2023,Not Reached
DNR04640,Phone Call,9/06/2024,Bounced
DNR04640,Event,14/07/2024,Engaged
DNR04640,Newsletter,28/08/2024,Engaged
DNR04640,Phone Call,22/10/2024,Engaged
DNR04640,Event,16/01/2025,Not Reached
DNR04641,Email,27/07/2022,Not Reached
DNR04641,Event,17/10/2023,Engaged
DNR04641,Email,20/06/2024,Unsubscribed
DNR04642,Email,14/03/2023,Engaged
DNR04643,Event,19/08/2022,Engaged
DNR04643,Phone Call,2/06/2023,Not Reached
DNR04643,Phone Call,6/09/2023,Engaged
DNR04643,Email,18/01/2025,Engaged
DNR04644,Email,19/06/2024,Not Reached
DNR04645,Phone Call,29/12/2023,Engaged
DNR04645,Email,24/03/2025,Engaged
DNR04646,Phone Call,4/10/2022,Unsubscribed
DNR04646,Newsletter,9/11/2022,Unsubscribed
DNR04646,Newsletter,13/02/2023,Not Reached
DNR04646,Event,4/04/2023,Bounced
DNR04646,Event,20/08/2023,Unsubscribed
DNR04646,Newsletter,30/09/2023,Bounced
DNR04646,Newsletter,30/01/2024,Bounced
DNR04646,Social Media,29/04/2024,Engaged
DNR04647,Email,13/08/2022,Engaged
DNR04647,Social Media,5/08/2023,Engaged
DNR04648,Phone Call,27/08/2022,Engaged
DNR04648,Phone Call,6/09/2022,Unsubscribed
DNR04649,Newsletter,3/01/2024,Engaged
DNR04650,Phone Call,1/01/2023,Unsubscribed
DNR04650,Phone Call,10/06/2023,Bounced
DNR04650,Event,16/07/2023,Engaged
DNR04650,Event,11/02/2024,Engaged
DNR04650,Event,23/01/2025,Engaged
DNR04650,Phone Call,7/02/2025,Engaged
DNR04651,Email,13/08/2022,Engaged
DNR04651,Email,16/01/2023,Engaged
DNR04651,Phone Call,4/02/2023,Unsubscribed
DNR04651,Phone Call,8/05/2023,Engaged
DNR04651,Phone Call,28/12/2023,Engaged
DNR04651,Newsletter,27/11/2024,Engaged
DNR04651,Social Media,10/03/2025,Engaged
DNR04652,Phone Call,20/12/2022,Engaged
DNR04652,Phone Call,13/07/2024,Unsubscribed
DNR04653,Phone Call,17/11/2022,Not Reached
DNR04653,Email,5/05/2023,Not Reached
DNR04653,Newsletter,4/07/2023,Unsubscribed
DNR04653,Social Media,15/07/2023,Engaged
DNR04653,Newsletter,15/12/2023,Unsubscribed
DNR04653,Newsletter,27/03/2024,Not Reached
DNR04653,Event,1/06/2024,Bounced
DNR04653,Email,16/10/2024,Engaged
DNR04653,Email,7/11/2024,Unsubscribed
DNR04654,Email,16/08/2022,Engaged
DNR04654,Event,12/11/2024,Unsubscribed
DNR04655,Social Media,11/11/2023,Not Reached
DNR04655,Event,8/12/2023,Bounced
DNR04655,Email,8/03/2024,Engaged
DNR04656,Email,15/11/2022,Engaged
DNR04656,Email,16/01/2023,Bounced
DNR04656,Email,8/12/2023,Engaged
DNR04656,Social Media,13/12/2023,Engaged
DNR04656,Social Media,30/10/2024,Not Reached
DNR04657,Event,11/09/2022,Bounced
DNR04657,Phone Call,13/02/2023,Engaged
DNR04657,Newsletter,17/09/2024,Bounced
DNR04658,Social Media,20/12/2022,Engaged
DNR04658,Email,5/03/2023,Not Reached
DNR04658,Social Media,8/09/2023,Engaged
DNR04658,Phone Call,1/04/2024,Engaged
DNR04658,Social Media,17/05/2024,Bounced
DNR04658,Phone Call,31/07/2024,Engaged
DNR04658,Email,12/09/2024,Bounced
DNR04658,Phone Call,24/09/2024,Engaged
DNR04658,Newsletter,25/01/2025,Engaged
DNR04659,Newsletter,6/08/2023,Bounced
DNR04659,Newsletter,31/03/2024,Engaged
DNR04659,Phone Call,18/06/2024,Not Reached
DNR04659,Email,22/11/2024,Engaged
DNR04660,Social Media,11/09/2022,Bounced
DNR04660,Newsletter,17/09/2022,Engaged
DNR04660,Event,6/02/2023,Unsubscribed
DNR04660,Newsletter,22/02/2023,Engaged
DNR04660,Event,26/06/2023,Engaged
DNR04660,Social Media,5/09/2023,Not Reached
DNR04660,Phone Call,14/11/2023,Not Reached
DNR04660,Social Media,28/07/2024,Engaged
DNR04660,Social Media,7/11/2024,Engaged
DNR04661,Newsletter,3/12/2023,Engaged
DNR04661,Newsletter,14/09/2024,Engaged
DNR04662,Phone Call,13/10/2022,Not Reached
DNR04662,Event,5/01/2023,Engaged
DNR04662,Event,28/06/2024,Engaged
DNR04662,Email,31/12/2024,Engaged
DNR04663,Social Media,10/09/2022,Engaged
DNR04663,Email,18/03/2023,Not Reached
DNR04663,Phone Call,28/05/2023,Not Reached
DNR04663,Email,8/02/2024,Engaged
DNR04663,Email,12/06/2024,Engaged
DNR04663,Phone Call,13/11/2024,Unsubscribed
DNR04664,Newsletter,30/09/2022,Engaged
DNR04664,Phone Call,20/12/2022,Engaged
DNR04664,Social Media,24/08/2023,Engaged
DNR04664,Event,14/11/2023,Engaged
DNR04664,Newsletter,27/11/2023,Engaged
DNR04664,Event,27/12/2023,Unsubscribed
DNR04664,Social Media,24/02/2024,Not Reached
DNR04664,Event,31/10/2024,Engaged
DNR04665,Phone Call,15/08/2022,Engaged
DNR04665,Event,23/02/2023,Not Reached
DNR04665,Phone Call,1/03/2023,Bounced
DNR04665,Phone Call,28/08/2023,Bounced
DNR04665,Event,23/10/2023,Unsubscribed
DNR04665,Phone Call,2/08/2024,Unsubscribed
DNR04665,Newsletter,15/09/2024,Not Reached
DNR04665,Email,19/02/2025,Engaged
DNR04666,Phone Call,8/02/2023,Engaged
DNR04666,Social Media,10/06/2023,Not Reached
DNR04666,Newsletter,31/08/2023,Not Reached
DNR04667,Newsletter,18/09/2022,Bounced
DNR04667,Event,22/11/2022,Not Reached
DNR04667,Newsletter,1/03/2023,Not Reached
DNR04667,Phone Call,23/03/2023,Engaged
DNR04667,Event,26/07/2024,Engaged
DNR04668,Event,9/03/2024,Engaged
DNR04668,Phone Call,31/01/2025,Bounced
DNR04669,Newsletter,25/01/2023,Engaged
DNR04669,Event,1/08/2023,Unsubscribed
DNR04669,Newsletter,14/10/2023,Not Reached
DNR04669,Newsletter,14/06/2024,Engaged
DNR04670,Event,18/07/2023,Engaged
DNR04670,Event,5/11/2023,Engaged
DNR04670,Phone Call,12/03/2024,Not Reached
DNR04670,Event,7/10/2024,Engaged
DNR04671,Social Media,30/03/2023,Engaged
DNR04671,Email,25/10/2024,Engaged
DNR04672,Email,9/09/2022,Unsubscribed
DNR04672,Email,17/12/2022,Engaged
DNR04672,Social Media,12/01/2024,Engaged
DNR04672,Social Media,3/04/2024,Engaged
DNR04672,Social Media,3/06/2024,Engaged
DNR04673,Email,21/04/2023,Bounced
DNR04673,Social Media,27/11/2024,Engaged
DNR04674,Newsletter,14/11/2023,Not Reached
DNR04674,Social Media,26/07/2024,Bounced
DNR04675,Event,5/07/2023,Engaged
DNR04676,Event,2/04/2023,Not Reached
DNR04676,Event,10/04/2023,Engaged
DNR04676,Newsletter,23/04/2023,Engaged
DNR04676,Phone Call,4/07/2023,Not Reached
DNR04676,Phone Call,13/01/2024,Engaged
DNR04676,Email,16/01/2024,Not Reached
DNR04676,Email,10/07/2024,Engaged
DNR04676,Event,22/09/2024,Engaged
DNR04677,Newsletter,5/10/2022,Engaged
DNR04677,Event,29/10/2022,Engaged
DNR04677,Email,17/12/2022,Engaged
DNR04677,Phone Call,29/06/2023,Engaged
DNR04677,Phone Call,2/09/2023,Not Reached
DNR04677,Event,3/12/2023,Unsubscribed
DNR04677,Social Media,18/01/2024,Engaged
DNR04677,Phone Call,1/10/2024,Engaged
DNR04677,Newsletter,30/11/2024,Bounced
DNR04678,Phone Call,18/04/2023,Unsubscribed
DNR04678,Newsletter,4/07/2023,Engaged
DNR04678,Phone Call,4/02/2024,Engaged
DNR04678,Phone Call,6/10/2024,Engaged
DNR04678,Event,30/10/2024,Not Reached
DNR04679,Phone Call,24/09/2022,Engaged
DNR04679,Newsletter,24/10/2022,Not Reached
DNR04679,Phone Call,18/11/2022,Engaged
DNR04679,Phone Call,18/11/2022,Bounced
DNR04679,Newsletter,9/01/2023,Engaged
DNR04679,Email,17/04/2024,Unsubscribed
DNR04679,Event,31/08/2024,Bounced
DNR04679,Email,14/11/2024,Engaged
DNR04679,Newsletter,16/04/2025,Engaged
DNR04680,Phone Call,7/06/2024,Engaged
DNR04680,Event,9/08/2024,Bounced
DNR04680,Social Media,3/03/2025,Unsubscribed
DNR04681,Phone Call,6/09/2022,Engaged
DNR04681,Newsletter,2/10/2022,Engaged
DNR04681,Email,5/06/2023,Engaged
DNR04681,Email,11/04/2024,Engaged
DNR04681,Phone Call,2/10/2024,Not Reached
DNR04682,Phone Call,4/02/2024,Engaged
DNR04682,Email,24/02/2024,Bounced
DNR04682,Event,11/03/2024,Unsubscribed
DNR04683,Email,29/10/2022,Engaged
DNR04683,Email,25/11/2024,Unsubscribed
DNR04683,Event,31/01/2025,Unsubscribed
DNR04684,Email,10/07/2024,Unsubscribed
DNR04685,Email,19/05/2023,Unsubscribed
DNR04685,Newsletter,17/12/2023,Engaged
DNR04685,Event,11/01/2024,Not Reached
DNR04686,Newsletter,11/04/2023,Not Reached
DNR04686,Social Media,5/05/2023,Engaged
DNR04686,Email,22/02/2025,Engaged
DNR04687,Newsletter,1/01/2023,Engaged
DNR04687,Newsletter,4/06/2024,Bounced
DNR04688,Social Media,9/08/2022,Engaged
DNR04688,Email,22/10/2022,Not Reached
DNR04688,Social Media,29/10/2022,Engaged
DNR04688,Phone Call,11/12/2022,Bounced
DNR04688,Event,26/02/2024,Unsubscribed
DNR04688,Newsletter,30/12/2024,Unsubscribed
DNR04688,Email,27/02/2025,Engaged
DNR04689,Event,23/09/2022,Not Reached
DNR04689,Social Media,1/11/2022,Engaged
DNR04689,Social Media,26/05/2023,Not Reached
DNR04689,Phone Call,3/08/2023,Engaged
DNR04689,Phone Call,23/02/2024,Not Reached
DNR04689,Newsletter,26/03/2024,Engaged
DNR04690,Newsletter,13/09/2024,Engaged
DNR04691,Social Media,2/10/2022,Bounced
DNR04691,Email,13/12/2022,Unsubscribed
DNR04691,Phone Call,12/07/2023,Engaged
DNR04691,Phone Call,29/10/2024,Engaged
DNR04691,Newsletter,21/11/2024,Engaged
DNR04692,Newsletter,16/08/2022,Engaged
DNR04692,Email,6/09/2022,Bounced
DNR04692,Event,14/01/2023,Engaged
DNR04692,Event,25/02/2023,Engaged
DNR04692,Event,24/05/2023,Engaged
DNR04692,Social Media,5/10/2023,Engaged
DNR04692,Email,27/10/2023,Engaged
DNR04692,Newsletter,30/01/2024,Unsubscribed
DNR04692,Phone Call,28/03/2025,Not Reached
DNR04693,Event,1/05/2023,Unsubscribed
DNR04693,Newsletter,13/06/2023,Engaged
DNR04693,Newsletter,29/11/2024,Engaged
DNR04693,Newsletter,2/03/2025,Engaged
DNR04694,Event,11/03/2024,Engaged
DNR04694,Phone Call,2/02/2025,Unsubscribed
DNR04694,Social Media,7/03/2025,Unsubscribed
DNR04695,Newsletter,1/07/2023,Engaged
DNR04695,Email,14/08/2023,Bounced
DNR04695,Phone Call,20/03/2024,Unsubscribed
DNR04695,Phone Call,20/06/2024,Bounced
DNR04696,Event,4/10/2024,Engaged
DNR04696,Email,21/01/2025,Engaged
DNR04697,Event,29/08/2022,Engaged
DNR04697,Newsletter,3/10/2023,Engaged
DNR04697,Email,11/11/2024,Engaged
DNR04697,Email,25/11/2024,Bounced
DNR04697,Phone Call,14/12/2024,Engaged
DNR04698,Event,26/07/2022,Not Reached
DNR04698,Email,19/08/2023,Bounced
DNR04698,Newsletter,1/10/2023,Engaged
DNR04698,Email,30/10/2023,Not Reached
DNR04698,Event,19/01/2024,Not Reached
DNR04698,Social Media,8/03/2024,Not Reached
DNR04698,Phone Call,28/05/2024,Engaged
DNR04698,Newsletter,13/09/2024,Bounced
DNR04699,Phone Call,23/08/2022,Unsubscribed
DNR04699,Email,10/10/2022,Engaged
DNR04699,Email,27/11/2022,Not Reached
DNR04699,Email,5/01/2023,Unsubscribed
DNR04699,Phone Call,6/04/2023,Engaged
DNR04699,Phone Call,4/09/2023,Engaged
DNR04699,Social Media,27/12/2023,Unsubscribed
DNR04699,Social Media,2/03/2025,Engaged
DNR04700,Newsletter,4/01/2023,Engaged
DNR04700,Event,17/06/2024,Unsubscribed
DNR04700,Social Media,17/12/2024,Not Reached
DNR04700,Phone Call,7/04/2025,Bounced
DNR04701,Newsletter,14/03/2023,Engaged
DNR04701,Phone Call,5/05/2023,Engaged
DNR04701,Social Media,18/10/2023,Not Reached
DNR04701,Social Media,4/06/2024,Engaged
DNR04701,Newsletter,18/09/2024,Engaged
DNR04701,Social Media,3/10/2024,Engaged
DNR04701,Email,23/03/2025,Engaged
DNR04702,Social Media,31/10/2022,Bounced
DNR04702,Newsletter,11/12/2023,Engaged
DNR04702,Social Media,21/12/2023,Engaged
DNR04702,Phone Call,20/01/2024,Engaged
DNR04702,Social Media,17/04/2024,Engaged
DNR04702,Phone Call,3/09/2024,Engaged
DNR04702,Social Media,11/11/2024,Engaged
DNR04702,Social Media,25/01/2025,Engaged
DNR04703,Event,12/11/2022,Unsubscribed
DNR04703,Email,10/02/2023,Engaged
DNR04703,Email,1/03/2024,Engaged
DNR04703,Phone Call,26/07/2024,Engaged
DNR04703,Phone Call,3/10/2024,Engaged
DNR04703,Event,21/11/2024,Bounced
DNR04704,Event,6/02/2023,Engaged
DNR04704,Social Media,26/02/2023,Engaged
DNR04704,Newsletter,17/03/2023,Not Reached
DNR04704,Event,5/07/2023,Engaged
DNR04704,Social Media,23/04/2024,Engaged
DNR04704,Social Media,20/08/2024,Engaged
DNR04704,Event,3/02/2025,Engaged
DNR04705,Social Media,7/05/2024,Unsubscribed
DNR04705,Email,20/09/2024,Not Reached
DNR04706,Event,25/09/2022,Not Reached
DNR04706,Phone Call,8/11/2022,Engaged
DNR04707,Event,15/10/2022,Unsubscribed
DNR04707,Event,13/12/2023,Not Reached
DNR04707,Email,1/07/2024,Engaged
DNR04707,Event,7/02/2025,Engaged
DNR04708,Phone Call,3/08/2022,Engaged
DNR04708,Social Media,2/02/2023,Engaged
DNR04708,Social Media,19/05/2023,Engaged
DNR04708,Newsletter,8/09/2023,Engaged
DNR04708,Newsletter,15/07/2024,Engaged
DNR04708,Event,22/10/2024,Engaged
DNR04708,Social Media,28/10/2024,Unsubscribed
DNR04708,Email,25/12/2024,Unsubscribed
DNR04708,Social Media,11/02/2025,Engaged
DNR04709,Event,17/01/2023,Bounced
DNR04709,Social Media,24/09/2023,Unsubscribed
DNR04709,Email,15/03/2024,Unsubscribed
DNR04709,Email,16/11/2024,Engaged
DNR04710,Newsletter,16/02/2023,Engaged
DNR04710,Phone Call,3/05/2023,Engaged
DNR04710,Social Media,14/03/2025,Engaged
DNR04711,Event,11/05/2023,Bounced
DNR04711,Newsletter,4/01/2024,Unsubscribed
DNR04711,Newsletter,12/01/2024,Engaged
DNR04711,Email,1/02/2024,Engaged
DNR04711,Social Media,18/02/2024,Bounced
DNR04712,Email,25/07/2022,Engaged
DNR04712,Newsletter,4/09/2022,Bounced
DNR04712,Phone Call,26/12/2022,Engaged
DNR04712,Social Media,20/04/2023,Engaged
DNR04712,Newsletter,10/03/2024,Engaged
DNR04712,Newsletter,25/04/2024,Bounced
DNR04712,Email,5/05/2024,Engaged
DNR04712,Newsletter,30/09/2024,Engaged
DNR04713,Event,19/01/2025,Engaged
DNR04714,Event,7/09/2023,Engaged
DNR04715,Phone Call,11/08/2022,Engaged
DNR04715,Social Media,19/02/2023,Engaged
DNR04715,Social Media,9/05/2023,Not Reached
DNR04715,Newsletter,8/07/2023,Engaged
DNR04715,Event,2/11/2023,Not Reached
DNR04715,Phone Call,18/03/2024,Not Reached
DNR04715,Email,25/07/2024,Not Reached
DNR04715,Social Media,9/02/2025,Engaged
DNR04715,Event,16/02/2025,Engaged
DNR04716,Email,8/02/2023,Engaged
DNR04716,Event,18/07/2023,Not Reached
DNR04716,Newsletter,29/07/2023,Engaged
DNR04716,Phone Call,19/08/2023,Engaged
DNR04716,Social Media,8/03/2024,Bounced
DNR04716,Event,27/12/2024,Bounced
DNR04716,Email,11/03/2025,Engaged
DNR04717,Email,14/11/2023,Engaged
DNR04717,Email,2/01/2025,Engaged
DNR04718,Newsletter,28/04/2023,Unsubscribed
DNR04718,Newsletter,27/02/2024,Engaged
DNR04718,Phone Call,2/05/2024,Engaged
DNR04718,Email,24/07/2024,Engaged
DNR04718,Newsletter,29/11/2024,Not Reached
DNR04718,Newsletter,2/04/2025,Not Reached
DNR04718,Email,17/04/2025,Engaged
DNR04719,Newsletter,7/09/2022,Engaged
DNR04719,Phone Call,18/11/2022,Engaged
DNR04719,Social Media,1/02/2023,Engaged
DNR04719,Email,8/01/2024,Not Reached
DNR04719,Email,17/07/2024,Engaged
DNR04719,Event,22/08/2024,Engaged
DNR04719,Event,8/09/2024,Bounced
DNR04719,Event,15/11/2024,Unsubscribed
DNR04720,Email,5/08/2022,Bounced
DNR04720,Email,10/03/2023,Engaged
DNR04720,Newsletter,30/04/2023,Bounced
DNR04721,Phone Call,17/10/2022,Engaged
DNR04721,Newsletter,6/10/2024,Bounced
DNR04721,Social Media,6/03/2025,Engaged
DNR04722,Social Media,14/08/2023,Engaged
DNR04722,Newsletter,25/10/2023,Engaged
DNR04722,Event,19/08/2024,Engaged
DNR04722,Event,10/10/2024,Engaged
DNR04723,Newsletter,9/08/2022,Engaged
DNR04723,Newsletter,17/01/2024,Bounced
DNR04724,Event,4/08/2022,Engaged
DNR04724,Event,12/12/2022,Engaged
DNR04724,Phone Call,4/02/2023,Engaged
DNR04724,Social Media,30/07/2024,Engaged
DNR04724,Phone Call,24/02/2025,Unsubscribed
